"Estado","Total","Ene","Feb","Mar","Abr","May","Jun","Jul","Ago","Sep","Oct","Nov","Dic","Ano","Tipo"
"QuintanaRoo",74,4,3,8,7,5,9,5,8,8,5,6,6,"2005","Mujeres"
"SanLuisPotosi",192,6,3,15,24,30,17,28,34,17,7,10,1,"2005","Mujeres"
"Sinaloa",3780,143,172,216,282,345,299,375,551,511,400,331,155,"2005","Mujeres"
"Sonora",2993,44,43,104,158,403,471,434,448,393,262,147,86,"2005","Mujeres"
"Tabasco",15,0,3,0,2,3,2,2,1,1,0,1,0,"2005","Mujeres"
"Tamaulipas",182,7,4,14,17,21,27,20,29,15,11,14,3,"2005","Mujeres"
"Tlaxcala",17,0,1,2,0,2,3,1,2,3,2,1,0,"2005","Mujeres"
"Veracruz",103,5,5,10,16,17,10,8,13,6,4,7,2,"2005","Mujeres"
"Yucatan",29,2,1,2,1,1,2,2,6,6,1,3,2,"2005","Mujeres"
"Zacatecas",1549,50,57,74,144,256,174,168,172,163,114,120,57,"2005","Mujeres"
"Total",126272,5553,6635,9895,13149,15985,11931,10058,11646,10557,12044,12166,6653,"2005","Mujeres"
"Aguascalientes",995,48,45,79,153,150,102,79,122,77,71,44,25,"2006","Mujeres"
"BajaCalifornia",73,6,3,1,3,4,4,15,12,8,11,5,1,"2006","Mujeres"
"BajaCaliforniaSur",84,1,1,4,2,10,7,14,13,12,10,7,3,"2006","Mujeres"
"Campeche",28,0,2,2,1,1,4,3,5,4,3,2,1,"2006","Mujeres"
"Coahuila",84,1,2,4,4,9,11,14,16,13,6,2,2,"2006","Mujeres"
"Colima",4848,420,268,358,450,513,420,356,502,499,495,356,211,"2006","Mujeres"
"Chiapas",115,13,9,12,12,6,7,7,10,10,7,12,10,"2006","Mujeres"
"Chihuahua",184,7,4,6,13,28,24,18,33,20,16,12,3,"2006","Mujeres"
"DistritoFederal",252,20,10,19,30,35,35,20,14,20,19,13,17,"2006","Mujeres"
"Durango",3128,99,115,196,361,515,414,326,343,246,256,148,109,"2006","Mujeres"
"Guanajuato",17099,1063,938,1565,2508,2696,1588,1234,1498,1209,1449,817,534,"2006","Mujeres"
"Guerrero",20855,1421,1308,1614,1800,2290,1907,1575,1935,1693,2260,1842,1210,"2006","Mujeres"
"Hidalgo",136,7,7,10,14,12,15,16,21,12,9,6,7,"2006","Mujeres"
"Jalisco",29468,1932,1937,2527,3386,3856,2500,2102,2554,2312,2957,2131,1274,"2006","Mujeres"
"Mexico",3392,172,164,234,354,448,288,211,300,300,381,328,212,"2006","Mujeres"
"Michoacan",16018,1059,987,1379,1676,2119,1472,1044,1338,1182,1732,1216,814,"2006","Mujeres"
"Morelos",15723,912,981,1329,1736,2185,1394,1137,1456,1326,1559,978,730,"2006","Mujeres"
"Nayarit",6915,325,365,415,485,687,631,654,835,686,932,548,352,"2006","Mujeres"
"NuevoLeon",100,1,1,1,13,14,6,8,20,17,16,2,1,"2006","Mujeres"
"Oaxaca",2828,209,212,263,325,363,232,218,273,176,240,162,155,"2006","Mujeres"
"Puebla",9103,645,733,796,1000,1073,687,694,810,664,896,605,500,"2006","Mujeres"
"Queretaro",2336,123,141,185,246,301,223,162,200,186,272,135,162,"2006","Mujeres"
"QuintanaRoo",71,2,4,4,7,12,9,9,7,8,7,1,1,"2006","Mujeres"
"SanLuisPotosi",233,9,3,13,25,43,37,18,41,22,14,4,4,"2006","Mujeres"
"Sinaloa",4281,159,150,147,211,514,399,353,554,558,672,349,215,"2006","Mujeres"
"Sonora",2748,50,77,78,184,380,422,391,445,310,254,104,53,"2006","Mujeres"
"Tabasco",19,1,0,1,2,2,2,0,3,4,2,2,0,"2006","Mujeres"
"Tamaulipas",184,6,4,8,20,15,25,22,32,21,21,7,3,"2006","Mujeres"
"Tlaxcala",23,1,2,3,4,5,1,1,3,1,1,0,1,"2006","Mujeres"
"Veracruz",157,7,5,13,19,12,5,22,27,19,16,5,7,"2006","Mujeres"
"Yucatan",36,4,2,3,1,5,7,1,9,1,1,2,0,"2006","Mujeres"
"Zacatecas",1936,99,91,144,232,296,201,175,205,152,148,101,92,"2006","Mujeres"
"Total",143452,8822,8571,11413,15277,18599,13079,10899,13636,11768,14733,9946,6709,"2006","Mujeres"
"Aguascalientes",993,42,46,76,136,151,109,94,79,77,85,58,40,"2007","Mujeres"
"BajaCalifornia",75,0,1,1,1,2,7,26,20,8,9,0,0,"2007","Mujeres"
"BajaCaliforniaSur",77,3,2,2,9,9,7,8,9,14,8,4,2,"2007","Mujeres"
"Campeche",30,3,1,4,4,2,1,4,3,2,2,2,2,"2007","Mujeres"
"Coahuila",107,2,1,4,6,9,10,25,28,15,6,0,1,"2007","Mujeres"
"Colima",4539,348,261,280,412,332,359,441,396,404,612,352,342,"2007","Mujeres"
"Chiapas",163,13,10,14,11,11,16,16,12,17,12,15,16,"2007","Mujeres"
"Chihuahua",199,9,3,1,17,22,30,28,36,25,16,6,6,"2007","Mujeres"
"DistritoFederal",260,14,16,25,34,28,30,30,14,13,24,22,10,"2007","Mujeres"
"Durango",3385,92,125,212,390,584,465,415,311,267,295,139,90,"2007","Mujeres"
"Guanajuato",17448,1027,729,1572,3058,2881,1722,1468,1096,1096,1357,834,608,"2007","Mujeres"
"Guerrero",19657,1528,1139,1435,2016,1659,1704,1929,1332,1626,2213,1860,1216,"2007","Mujeres"
"Hidalgo",95,3,2,6,15,10,9,11,9,15,11,3,1,"2007","Mujeres"
"Jalisco",28038,1716,1440,2472,3798,3493,2650,2491,1976,2273,2828,1762,1139,"2007","Mujeres"
"Mexico",3269,221,148,220,348,404,298,297,212,274,367,295,185,"2007","Mujeres"
"Michoacan",13920,872,762,1043,1481,1486,1260,1231,1124,1203,1640,1125,693,"2007","Mujeres"
"Morelos",15950,1031,996,1367,2257,1669,1440,1430,1212,1217,1531,1085,715,"2007","Mujeres"
"Nayarit",7192,432,366,434,666,584,749,827,686,727,866,515,340,"2007","Mujeres"
"NuevoLeon",124,2,4,3,21,21,14,8,18,17,7,7,2,"2007","Mujeres"
"Oaxaca",3214,241,212,233,354,329,303,309,236,208,355,234,200,"2007","Mujeres"
"Puebla",7933,652,417,498,997,781,731,772,641,633,776,582,453,"2007","Mujeres"
"Queretaro",1929,97,103,144,243,238,197,199,152,174,174,107,101,"2007","Mujeres"
"QuintanaRoo",52,1,6,6,5,4,4,6,2,8,5,2,3,"2007","Mujeres"
"SanLuisPotosi",242,7,8,16,32,26,29,44,25,16,19,13,7,"2007","Mujeres"
"Sinaloa",4284,168,163,190,284,341,455,540,543,553,574,285,188,"2007","Mujeres"
"Sonora",2782,42,68,108,251,302,556,430,340,310,239,102,34,"2007","Mujeres"
"Tabasco",21,0,1,1,3,0,2,4,2,2,1,4,1,"2007","Mujeres"
"Tamaulipas",183,8,1,8,17,34,22,20,25,19,22,3,4,"2007","Mujeres"
"Tlaxcala",27,0,3,3,2,4,1,4,0,0,5,0,5,"2007","Mujeres"
"Veracruz",176,9,2,17,16,20,19,12,24,30,12,6,9,"2007","Mujeres"
"Yucatan",45,3,3,5,4,7,2,5,8,3,2,2,1,"2007","Mujeres"
"Zacatecas",1956,76,52,111,270,295,209,242,182,183,184,90,62,"2007","Mujeres"
"Total",138365,8662,7091,10511,17158,15738,13410,13366,10753,11429,14257,9514,6476,"2007","Mujeres"
"Aguascalientes",986,48,44,48,159,106,126,100,55,124,89,49,38,"2008","Mujeres"
"BajaCalifornia",86,1,0,0,3,6,4,23,11,24,4,7,3,"2008","Mujeres"
"BajaCaliforniaSur",66,2,1,3,8,5,3,13,7,10,5,6,3,"2008","Mujeres"
"Campeche",61,26,4,3,2,4,3,5,1,7,2,1,3,"2008","Mujeres"
"Coahuila",108,3,2,1,10,10,27,16,12,10,7,4,6,"2008","Mujeres"
"Colima",4773,300,271,283,440,388,374,482,435,463,471,406,460,"2008","Mujeres"
"Chiapas",222,15,16,13,27,25,18,22,17,16,20,18,15,"2008","Mujeres"
"Chihuahua",224,3,8,6,26,24,23,34,31,43,16,7,3,"2008","Mujeres"
"DistritoFederal",269,15,13,21,38,26,25,35,21,20,22,20,13,"2008","Mujeres"
"Durango",3234,87,145,157,336,374,497,447,300,321,247,160,163,"2008","Mujeres"
"Guanajuato",15221,656,865,1103,2615,2390,1863,1408,915,1229,910,553,714,"2008","Mujeres"
"Guerrero",20498,1182,1288,1278,2186,1766,1828,1963,1525,1991,1880,1819,1792,"2008","Mujeres"
"Hidalgo",125,8,4,8,21,15,19,17,10,8,8,2,5,"2008","Mujeres"
"Jalisco",26897,1451,1640,2013,3684,3151,2762,2353,1666,2384,2301,1704,1788,"2008","Mujeres"
"Mexico",4164,182,186,189,453,379,384,412,277,418,491,435,358,"2008","Mujeres"
"Michoacan",15871,810,948,989,1871,1733,1505,1278,1141,1402,1432,1440,1322,"2008","Mujeres"
"Morelos",15336,773,900,1125,2253,1718,1433,1355,986,1292,1280,1089,1132,"2008","Mujeres"
"Nayarit",6880,344,305,318,650,627,653,795,562,830,700,551,545,"2008","Mujeres"
"NuevoLeon",134,0,4,3,12,13,20,18,29,19,10,3,3,"2008","Mujeres"
"Oaxaca",3331,198,235,243,382,339,311,312,272,248,265,229,297,"2008","Mujeres"
"Puebla",8209,389,522,705,1115,864,754,736,584,690,679,554,617,"2008","Mujeres"
"Queretaro",2369,81,117,81,318,264,308,234,205,234,257,132,138,"2008","Mujeres"
"QuintanaRoo",55,5,3,4,8,8,4,3,3,11,2,3,1,"2008","Mujeres"
"SanLuisPotosi",239,11,7,16,33,16,26,34,38,30,7,4,17,"2008","Mujeres"
"Sinaloa",4662,135,136,166,283,349,390,612,508,654,614,442,373,"2008","Mujeres"
"Sonora",2592,52,34,75,195,246,393,446,310,357,255,123,106,"2008","Mujeres"
"Tabasco",33,1,3,1,4,5,3,3,8,2,1,2,0,"2008","Mujeres"
"Tamaulipas",182,2,1,8,21,23,23,25,29,20,13,13,4,"2008","Mujeres"
"Tlaxcala",31,0,3,1,3,2,6,8,5,1,0,0,2,"2008","Mujeres"
"Veracruz",149,4,13,14,23,21,13,14,11,11,11,7,7,"2008","Mujeres"
"Yucatan",34,2,3,4,3,2,5,3,2,5,2,3,0,"2008","Mujeres"
"Zacatecas",2055,80,74,89,256,221,253,264,146,255,164,120,133,"2008","Mujeres"
"Total",139096,6866,7795,8968,17438,15120,14056,13470,10122,13129,12165,9906,10061,"2008","Mujeres"
"Aguascalientes",973,38,61,94,111,100,116,65,89,94,79,64,62,"2009","Mujeres"
"BajaCalifornia",108,0,2,4,1,10,16,22,19,21,7,4,2,"2009","Mujeres"
"BajaCaliforniaSur",47,4,1,3,2,8,6,5,1,11,3,2,1,"2009","Mujeres"
"Campeche",55,2,3,6,3,3,3,4,5,12,5,6,3,"2009","Mujeres"
"Coahuila",119,0,2,5,17,12,15,19,22,21,4,0,2,"2009","Mujeres"
"Colima",4685,320,280,371,309,426,464,424,340,496,452,423,380,"2009","Mujeres"
"Chiapas",240,11,26,14,20,21,20,19,20,26,18,18,27,"2009","Mujeres"
"Chihuahua",219,4,8,14,17,25,37,31,24,31,18,7,3,"2009","Mujeres"
"DistritoFederal",246,12,24,15,18,27,32,32,20,25,16,13,12,"2009","Mujeres"
"Durango",3106,149,150,257,312,402,474,313,303,273,205,140,128,"2009","Mujeres"
"Guanajuato",14169,478,728,1347,1542,1921,1848,1162,1253,1367,1036,837,650,"2009","Mujeres"
"Guerrero",23845,1157,1298,1954,1808,2263,2604,2087,1812,2391,2167,2334,1970,"2009","Mujeres"
"Hidalgo",116,6,5,10,12,13,14,16,8,14,11,5,2,"2009","Mujeres"
"Jalisco",27475,1336,1697,2843,2969,3033,3018,2119,2035,2611,2351,1945,1518,"2009","Mujeres"
"Mexico",4629,215,210,333,400,654,549,350,317,439,434,394,334,"2009","Mujeres"
"Michoacan",16910,798,864,1497,1532,1713,1846,1366,1346,1779,1598,1390,1181,"2009","Mujeres"
"Morelos",16394,747,899,1654,1817,1834,1749,1278,1295,1520,1428,1144,1029,"2009","Mujeres"
"Nayarit",6995,438,467,505,462,551,799,796,597,775,665,533,407,"2009","Mujeres"
"NuevoLeon",171,0,1,11,10,29,26,27,32,21,9,5,0,"2009","Mujeres"
"Oaxaca",3318,190,213,343,309,353,358,281,267,330,241,206,227,"2009","Mujeres"
"Puebla",8289,410,465,960,943,906,841,586,646,739,678,570,545,"2009","Mujeres"
"Queretaro",2096,70,127,192,219,295,260,179,183,200,146,105,120,"2009","Mujeres"
"QuintanaRoo",108,2,3,7,11,13,4,14,18,15,9,2,10,"2009","Mujeres"
"SanLuisPotosi",170,5,14,22,15,11,33,25,22,8,5,7,3,"2009","Mujeres"
"Sinaloa",4956,193,145,277,293,370,520,501,509,752,531,398,467,"2009","Mujeres"
"Sonora",2647,38,38,124,165,417,461,418,317,319,175,111,64,"2009","Mujeres"
"Tabasco",24,2,1,3,3,1,3,1,3,5,0,2,0,"2009","Mujeres"
"Tamaulipas",190,4,7,12,16,17,28,29,26,27,14,8,2,"2009","Mujeres"
"Tlaxcala",35,1,0,4,4,4,5,7,3,1,2,3,1,"2009","Mujeres"
"Veracruz",162,7,13,16,17,14,22,15,24,16,6,9,3,"2009","Mujeres"
"Yucatan",27,1,2,2,1,1,3,1,2,3,5,4,2,"2009","Mujeres"
"Zacatecas",1916,62,69,148,178,214,292,221,190,186,147,111,98,"2009","Mujeres"
"Total",144440,6700,7823,13047,13536,15661,16466,12413,11748,14528,12465,10800,9253,"2009","Mujeres"
"Aguascalientes",1053,30,32,67,96,184,152,93,115,139,58,52,35,"2010","Mujeres"
"BajaCalifornia",54,1,0,1,3,6,3,9,7,6,11,6,1,"2010","Mujeres"
"BajaCaliforniaSur",51,0,0,2,3,6,10,6,7,11,3,2,1,"2010","Mujeres"
"Campeche",56,2,3,7,11,7,5,2,8,4,4,1,2,"2010","Mujeres"
"Coahuila",157,1,0,5,15,31,33,18,23,15,9,4,3,"2010","Mujeres"
"Colima",4780,270,293,388,363,415,519,449,431,583,412,374,283,"2010","Mujeres"
"Chiapas",182,18,11,21,23,12,15,14,14,13,19,11,11,"2010","Mujeres"
"Chihuahua",213,13,4,6,18,19,26,37,25,32,17,11,5,"2010","Mujeres"
"DistritoFederal",308,15,22,24,37,44,40,19,28,27,20,17,15,"2010","Mujeres"
"Durango",3517,80,82,125,280,522,760,435,375,385,196,170,107,"2010","Mujeres"
"Guanajuato",16023,430,458,1329,1910,2877,2486,1269,1200,1528,1090,796,650,"2010","Mujeres"
"Guerrero",24296,1608,1461,2089,2133,2128,2875,2143,1987,2360,2244,1815,1453,"2010","Mujeres"
"Hidalgo",102,6,4,4,8,14,16,12,11,15,6,4,2,"2010","Mujeres"
"Jalisco",25667,1275,1132,2313,2513,3494,3481,1870,2103,2415,2234,1619,1218,"2010","Mujeres"
"Mexico",4315,192,167,338,379,503,660,309,308,464,463,309,223,"2010","Mujeres"
"Michoacan",16111,810,791,1573,1493,1995,2112,1231,1283,1608,1429,1003,783,"2010","Mujeres"
"Morelos",15722,676,717,1557,1760,2103,1924,1138,1167,1471,1464,937,808,"2010","Mujeres"
"Nayarit",6156,321,329,503,465,564,767,580,658,701,524,407,337,"2010","Mujeres"
"NuevoLeon",116,1,1,4,11,15,24,13,16,13,7,6,5,"2010","Mujeres"
"Oaxaca",3122,172,160,306,320,311,369,291,244,292,234,219,204,"2010","Mujeres"
"Puebla",8517,445,422,788,1063,1001,1112,710,729,648,644,451,504,"2010","Mujeres"
"Queretaro",2643,73,78,192,235,364,458,282,214,306,216,129,96,"2010","Mujeres"
"QuintanaRoo",117,1,2,10,5,16,14,12,8,21,15,7,6,"2010","Mujeres"
"SanLuisPotosi",149,5,0,13,13,22,33,17,18,9,8,7,4,"2010","Mujeres"
"Sinaloa",4827,188,189,312,312,366,516,510,598,736,550,326,224,"2010","Mujeres"
"Sonora",2528,28,52,92,137,256,603,379,357,338,134,83,69,"2010","Mujeres"
"Tabasco",37,1,2,2,5,1,7,6,5,6,0,1,1,"2010","Mujeres"
"Tamaulipas",169,6,2,9,12,24,40,10,18,28,12,3,5,"2010","Mujeres"
"Tlaxcala",35,0,0,2,3,7,3,6,3,5,1,4,1,"2010","Mujeres"
"Veracruz",135,6,5,6,13,20,32,15,7,15,10,4,2,"2010","Mujeres"
"Yucatan",41,0,5,5,4,1,0,6,4,9,4,1,2,"2010","Mujeres"
"Zacatecas",1948,53,57,114,171,220,370,240,204,223,147,84,65,"2010","Mujeres"
"Total",143147,6727,6481,12207,13814,17548,19465,12131,12175,14426,12185,8863,7125,"2010","Mujeres"
"Aguascalientes",1105,36,70,111,140,118,134,105,105,82,68,79,57,"2011","Mujeres"
"BajaCalifornia",67,5,1,3,3,6,6,6,19,8,7,1,2,"2011","Mujeres"
"BajaCaliforniaSur",69,1,2,7,5,6,13,5,10,9,3,7,1,"2011","Mujeres"
"Campeche",59,7,8,4,6,6,5,5,4,6,5,1,2,"2011","Mujeres"
"Coahuila",109,0,0,1,17,20,20,10,21,9,6,4,1,"2011","Mujeres"
"Colima",5265,303,297,390,428,483,578,463,567,535,511,437,273,"2011","Mujeres"
"Chiapas",208,20,11,16,19,15,19,10,19,26,25,17,11,"2011","Mujeres"
"Chihuahua",266,12,6,16,12,31,60,39,37,29,15,6,3,"2011","Mujeres"
"DistritoFederal",291,15,28,18,34,28,34,26,32,14,17,22,23,"2011","Mujeres"
"Durango",4033,102,198,311,419,580,837,350,506,248,176,189,117,"2011","Mujeres"
"Guanajuato",16543,482,811,1540,2225,2200,2115,1228,1513,1350,1142,1118,819,"2011","Mujeres"
"Guerrero",26066,1269,1440,2206,2201,2422,2809,2224,2679,2225,2266,2845,1480,"2011","Mujeres"
"Hidalgo",139,0,3,11,10,8,25,19,25,19,11,6,2,"2011","Mujeres"
"Jalisco",25788,1180,1535,2543,2947,3117,3292,1793,2316,2091,1846,1949,1179,"2011","Mujeres"
"Mexico",5029,144,178,402,493,615,608,384,405,468,522,553,257,"2011","Mujeres"
"Michoacan",16185,602,781,1397,1547,1845,1946,1214,1593,1595,1332,1558,775,"2011","Mujeres"
"Morelos",18389,609,908,1711,2181,2094,1943,1448,1845,1689,1542,1561,858,"2011","Mujeres"
"Nayarit",6283,226,222,416,439,541,849,659,702,671,614,619,325,"2011","Mujeres"
"NuevoLeon",123,0,0,2,17,16,24,15,19,12,8,8,2,"2011","Mujeres"
"Oaxaca",3037,149,199,320,295,314,349,269,296,213,171,285,177,"2011","Mujeres"
"Puebla",8039,350,478,866,869,837,841,637,824,671,555,716,395,"2011","Mujeres"
"Queretaro",3052,72,163,290,380,385,382,242,312,243,218,222,143,"2011","Mujeres"
"QuintanaRoo",135,3,9,21,11,10,18,11,17,15,11,8,1,"2011","Mujeres"
"SanLuisPotosi",148,6,3,8,14,6,20,29,25,16,10,8,3,"2011","Mujeres"
"Sinaloa",5283,161,148,263,282,415,603,550,809,707,640,517,188,"2011","Mujeres"
"Sonora",3420,31,46,183,256,291,777,496,530,369,254,154,33,"2011","Mujeres"
"Tabasco",37,1,2,5,5,2,4,4,6,2,0,6,0,"2011","Mujeres"
"Tamaulipas",205,4,5,17,15,19,30,33,31,18,19,10,4,"2011","Mujeres"
"Tlaxcala",38,1,1,0,4,5,6,7,8,2,2,1,1,"2011","Mujeres"
"Veracruz",153,4,2,24,21,13,12,27,27,9,6,3,5,"2011","Mujeres"
"Yucatan",45,4,7,3,4,4,2,2,8,4,2,4,1,"2011","Mujeres"
"Zacatecas",1877,64,78,167,219,254,263,196,197,142,120,115,62,"2011","Mujeres"
"Total",151486,5863,7640,13272,15518,16706,18624,12506,15507,13497,12124,13029,7200,"2011","Mujeres"
"Aguascalientes",1192,61,42,79,134,166,136,153,87,102,141,60,31,"2012","Mujeres"
"BajaCalifornia",69,1,1,5,3,8,2,4,19,15,7,4,0,"2012","Mujeres"
"BajaCaliforniaSur",89,1,3,6,2,17,11,13,13,12,4,6,1,"2012","Mujeres"
"Campeche",52,1,7,2,3,5,10,6,4,4,3,6,1,"2012","Mujeres"
"Coahuila",129,1,1,3,16,35,12,20,22,11,7,1,0,"2012","Mujeres"
"Colima",5313,390,329,337,269,590,476,609,446,448,622,447,350,"2012","Mujeres"
"Chiapas",187,15,9,11,13,37,18,15,13,17,11,14,14,"2012","Mujeres"
"Chihuahua",276,5,8,11,23,48,41,42,33,34,26,5,0,"2012","Mujeres"
"DistritoFederal",247,13,16,24,23,30,27,28,14,28,15,11,18,"2012","Mujeres"
"Durango",4109,194,143,189,403,750,617,481,388,293,321,217,113,"2012","Mujeres"
"Guanajuato",19510,1099,1120,1328,2347,3725,2154,1814,1436,1405,1702,741,639,"2012","Mujeres"
"Guerrero",29002,2114,1694,2197,2254,3276,2453,2791,2246,2406,3112,2652,1807,"2012","Mujeres"
"Hidalgo",148,5,7,6,12,15,20,18,19,20,16,6,4,"2012","Mujeres"
"Jalisco",26757,1778,1447,1984,2698,3960,2765,2320,1890,2162,2858,1605,1290,"2012","Mujeres"
"Mexico",5685,307,263,400,679,795,465,478,483,390,690,409,326,"2012","Mujeres"
"Michoacan",17603,1123,958,1290,1626,2534,1646,1584,1264,1355,1901,1266,1056,"2012","Mujeres"
"Morelos",16313,1043,1061,1542,1822,2219,1353,1462,1103,1262,1653,1061,732,"2012","Mujeres"
"Nayarit",7281,500,369,410,554,843,726,727,631,703,851,585,382,"2012","Mujeres"
"NuevoLeon",139,2,3,0,16,23,23,17,19,14,10,5,7,"2012","Mujeres"
"Oaxaca",3092,216,211,242,247,391,288,326,239,239,278,239,176,"2012","Mujeres"
"Puebla",8068,492,560,701,727,1110,719,707,578,708,716,593,457,"2012","Mujeres"
"Queretaro",2971,133,116,159,267,489,342,305,244,265,356,172,123,"2012","Mujeres"
"QuintanaRoo",62,6,9,9,8,2,7,4,5,6,2,3,1,"2012","Mujeres"
"SanLuisPotosi",237,10,5,23,31,34,32,31,16,29,11,13,2,"2012","Mujeres"
"Sinaloa",5716,195,186,198,319,580,561,747,618,697,860,456,299,"2012","Mujeres"
"Sonora",3724,97,46,126,253,641,740,525,410,383,302,132,69,"2012","Mujeres"
"Tabasco",50,3,4,5,4,10,3,5,4,4,3,2,3,"2012","Mujeres"
"Tamaulipas",323,5,9,10,31,63,38,52,28,40,23,16,8,"2012","Mujeres"
"Tlaxcala",36,4,1,2,5,5,4,6,4,2,1,2,0,"2012","Mujeres"
"Veracruz",159,7,15,14,18,30,13,12,12,14,9,12,3,"2012","Mujeres"
"Yucatan",36,3,10,3,1,1,3,2,3,4,5,0,1,"2012","Mujeres"
"Zacatecas",1876,84,63,114,178,274,236,247,164,153,163,123,77,"2012","Mujeres"
"Total",160451,9908,8716,11430,14986,22706,15941,15551,12455,13225,16679,10864,7990,"2012","Mujeres"
"Aguascalientes",1040,39,46,86,111,211,118,105,74,96,79,46,29,"2013","Mujeres"
"BajaCalifornia",89,1,1,1,3,7,10,20,10,21,14,1,0,"2013","Mujeres"
"BajaCaliforniaSur",37,3,2,3,2,7,1,4,2,6,4,1,2,"2013","Mujeres"
"Campeche",46,2,8,5,1,3,4,5,6,7,2,2,1,"2013","Mujeres"
"Coahuila",125,2,0,3,12,29,21,22,11,16,8,0,1,"2013","Mujeres"
"Colima",5144,385,303,335,381,503,449,541,405,431,651,412,348,"2013","Mujeres"
"Chiapas",213,20,14,23,20,27,22,24,21,10,11,12,9,"2013","Mujeres"
"Chihuahua",216,8,7,12,18,27,32,26,25,21,29,10,1,"2013","Mujeres"
"DistritoFederal",297,19,17,20,22,42,40,46,35,21,13,9,13,"2013","Mujeres"
"Durango",4958,156,193,329,470,881,762,610,440,364,375,197,181,"2013","Mujeres"
"Guanajuato",18304,839,1117,1346,2247,3046,2053,1850,1450,1281,1504,865,706,"2013","Mujeres"
"Guerrero",30627,2228,1739,1866,2570,3307,2814,2949,2180,2147,3602,3270,1955,"2013","Mujeres"
"Hidalgo",142,6,12,8,15,14,12,17,12,10,17,10,9,"2013","Mujeres"
"Jalisco",26769,1551,1551,1985,2952,4000,2608,2351,1905,1937,2973,1636,1320,"2013","Mujeres"
"Mexico",6058,459,286,306,519,852,596,501,417,453,727,517,425,"2013","Mujeres"
"Michoacan",18237,1210,1212,1247,1748,2403,1759,1612,1357,1273,1922,1407,1087,"2013","Mujeres"
"Morelos",16562,868,1052,1261,1940,2283,1418,1393,1131,1162,1812,1137,1105,"2013","Mujeres"
"Nayarit",7550,437,333,479,553,662,751,953,685,695,930,634,438,"2013","Mujeres"
"NuevoLeon",111,2,2,1,11,26,10,23,13,10,9,2,2,"2013","Mujeres"
"Oaxaca",3234,234,207,217,288,394,314,328,225,218,299,275,235,"2013","Mujeres"
"Puebla",7003,613,551,572,729,844,583,649,513,482,627,542,298,"2013","Mujeres"
"Queretaro",3137,159,203,194,373,490,299,359,261,222,311,147,119,"2013","Mujeres"
"QuintanaRoo",75,6,4,8,8,9,6,11,11,2,4,2,4,"2013","Mujeres"
"SanLuisPotosi",237,6,7,13,18,34,24,63,31,17,11,7,6,"2013","Mujeres"
"Sinaloa",5758,268,193,210,309,478,522,693,628,730,875,495,357,"2013","Mujeres"
"Sonora",3525,88,30,118,252,588,742,541,385,349,277,114,41,"2013","Mujeres"
"Tabasco",22,3,1,1,2,1,3,2,2,5,1,1,0,"2013","Mujeres"
"Tamaulipas",299,10,17,22,36,39,43,48,31,17,20,11,5,"2013","Mujeres"
"Tlaxcala",29,0,1,2,4,2,5,3,3,4,1,2,2,"2013","Mujeres"
"Veracruz",137,6,5,13,7,24,18,16,11,12,18,4,3,"2013","Mujeres"
"Yucatan",28,2,2,2,4,2,4,2,6,1,2,0,1,"2013","Mujeres"
"Zacatecas",2120,63,62,108,178,286,263,307,198,226,227,96,106,"2013","Mujeres"
"Total",162129,9693,9178,10796,15803,21521,16306,16074,12484,12246,17355,11864,8809,"2013","Mujeres"
